route_id,route,location,url,avg_stars,rating,rating_simple,rating_int,pitches,length,x,y,region_1,region_2,region_3,region_4,x_diff,y_diff,description,protection,text,feature_tags,good_tags,other_tags,bad_tags,skill,bad_ind,good_ind,fun_ind,pretty_ind,boulder_ind,rope_ind,tr_ind,trad_ind,sport_ind
108385883,Java,The New River Gorge Region > Summersville (Gauley River) Area > Whippoorwill,https://www.mountainproject.com/route/108385883/java,2.9,5.9-,5.9,9,1,80,-80.8552,38.2338,The New River Gorge Region,Summersville (Gauley River) Area,Whippoorwill,NA,0,0,Climb a corner to a ledge and then head up the corner slightly to the left.,2 bolt anchor.,java: climb a corner to a ledge and then head up the corner slightly to the left.,ledge,-,-,-,-,0,0,0,0,0,1,0,1,0
107865528,Unholy Mackerel,The New River Gorge Region > Summersville (Gauley River) Area > Whippoorwill,https://www.mountainproject.com/route/107865528/unholy-mackerel,2.3,5.10a R,5.10a,10,1,50,-80.8552,38.2338,The New River Gorge Region,Summersville (Gauley River) Area,Whippoorwill,NA,0,0,Start about 8 ft. right of Holy Mackerel crack. climb the face up small ledges and crimps to a vertical crack. Make a long move to a good edge and finish up on the big belay ledge to a set of shared ring anchors for Holy Mackerel.,"Bring small TCUs or purple to red C3s to protect the crux. A bomber #1 C4 just below the crux will probably keep you off the deck if your gear pops, good pro returns after the difficulty. This route is best done on toprope after leading Holy Mackerel.",unholy mackerel: start about 8 ft. right of holy mackerel crack. climb the face up small ledges and crimps to a vertical crack. make a long move to a good edge and finish up on the big belay ledge to a set of shared ring anchors for holy mackerel.,"crack, crimp, face, ledge",good,-,-,-,0,1,0,0,0,1,1,1,0
121588222,Lil Boba,The New River Gorge Region > Summersville (Gauley River) Area > Whippoorwill,https://www.mountainproject.com/route/121588222/lil-boba,2,5.9,5.9,9,1,35,-80.8552,38.2338,The New River Gorge Region,Summersville (Gauley River) Area,Whippoorwill,NA,0,0,Furthest left of the 4 bolted routes on a short wall. A few slabby moves down low and then pulling on good holds to the anchors.,"4 bolts, bolt anchor",lil boba: furthest left of the 4 bolted routes on a short wall. a few slabby moves down low and then pulling on good holds to the anchors.,slab,good,-,-,-,0,1,0,0,0,1,0,0,1
112778174,Mythos,The New River Gorge Region > Summersville (Gauley River) Area > Whippoorwill,https://www.mountainproject.com/route/112778174/mythos,2,5.10-,5.10a,10,1,45,-80.8552,38.2338,The New River Gorge Region,Summersville (Gauley River) Area,Whippoorwill,NA,0,0,"Follow the broken crack to a horizontal break. Climb a tricky sequence on iron crimps and jugs, trending left to gain the shared anchor with wafer.",Single rack of cams to #2. Double up on #2 maybe.  Shared drop in shuts with Wafer.,"mythos: follow the broken crack to a horizontal break. climb a tricky sequence on iron crimps and jugs, trending left to gain the shared anchor with wafer.","crack, crimp, jug",-,tricky,-,-,0,0,0,0,0,1,0,1,0
107540073,Latch Key Kids,The New River Gorge Region > Summersville (Gauley River) Area > Whippoorwill,https://www.mountainproject.com/route/107540073/latch-key-kids,3.4,5.10b,5.10b,10,1,70,-80.8552,38.2338,The New River Gorge Region,Summersville (Gauley River) Area,Whippoorwill,NA,0,0,Sustained route with approximately 4 different 5.10a cruxes throughout.,9 Bolts. 2 bolt anchor.,latch key kids: sustained route with approximately 4 different 5.10a cruxes throughout.,crux,-,-,-,-,0,0,0,0,0,1,0,0,1
106386798,Hat Change,The New River Gorge Region > Summersville (Gauley River) Area > Whippoorwill,https://www.mountainproject.com/route/106386798/hat-change,2.5,5.10d,5.10d,10,1,60,-80.8552,38.2338,The New River Gorge Region,Summersville (Gauley River) Area,Whippoorwill,NA,0,0,Start by clipping the very low bolt while standing on a boulder.  Climb staight up the arete like feature to reach an overhang.  Awkward moves over the overhang will put you on a face with a crack with a few pods.  Climb the face to reach a large ledge and shuts.,"6 bolts, shuts.",hat change: start by clipping the very low bolt while standing on a boulder.  climb staight up the arete like feature to reach an overhang.  awkward moves over the overhang will put you on a face with a crack with a few pods.  climb the face to reach a large ledge and shuts.,"arete, crack, face, ledge",-,-,-,-,0,0,0,0,0,1,0,0,1
122009222,Baby Burrito,The New River Gorge Region > Summersville (Gauley River) Area > Whippoorwill,https://www.mountainproject.com/route/122009222/baby-burrito,3,5.10d,5.10d,10,1,70,-80.8552,38.2338,The New River Gorge Region,Summersville (Gauley River) Area,Whippoorwill,NA,0,0,"Pull through a small overhang following good holds to a low angle section. Next, climb through the enjoyable slab crux using pockets and crimps to a final overhang. Pull the overhang on good holds and follow plated jugs to the top.","8 Bolts, Bolt Anchor","baby burrito: pull through a small overhang following good holds to a low angle section. next, climb through the enjoyable slab crux using pockets and crimps to a final overhang. pull the overhang on good holds and follow plated jugs to the top.","crimp, crux, jug, pocket, slab",good,-,-,-,0,1,0,0,0,1,0,0,1
109829479,Blimey,The New River Gorge Region > Summersville (Gauley River) Area > Whippoorwill,https://www.mountainproject.com/route/109829479/blimey,2.8,5.10b,5.10b,10,1,60,-80.8552,38.2338,The New River Gorge Region,Summersville (Gauley River) Area,Whippoorwill,NA,0,0,"Go past Jason and the Argonauts and cross the talus field over the short creek until you hit the next vertical wall of sport climbs. This wall will be just right of a huge roof and a cool V2 boulder problem on a free standing boulder under the roof.   Blimey is the second most right route on the wall, just left of Pondless. This is a good warm up for the wall. Face climbing and route finding (if there is no chalk) will get you up this thing.",Bolts and bolted anchor,"blimey: go past jason and the argonauts and cross the talus field over the short creek until you hit the next vertical wall of sport climbs. this wall will be just right of a huge roof and a cool v2 boulder problem on a free standing boulder under the roof.   blimey is the second most right route on the wall, just left of pondless. this is a good warm up for the wall. face climbing and route finding (if there is no chalk) will get you up this thing.","face, roof","cool, good, warm up",thin,-,-,0,1,0,0,0,1,0,0,1
123458306,Twerker's Comp,The New River Gorge Region > Summersville (Gauley River) Area > Whippoorwill,https://www.mountainproject.com/route/123458306/twerkers-comp,3.2,5.10+,5.10d,10,1,55,-80.8552,38.2338,The New River Gorge Region,Summersville (Gauley River) Area,Whippoorwill,NA,0,0,"This is the right line of the two lines bellow the big roof. Climb the clean face following the bolts to the anchor beneath the big roof. Currently, the third bolt has no hanger (back it up with medium cam). Very nice line! Hard for its grade.","8 bolts, bolt anchor.","twerker's comp: this is the right line of the two lines bellow the big roof. climb the clean face following the bolts to the anchor beneath the big roof. currently, the third bolt has no hanger (back it up with medium cam). very nice line! hard for its grade.","face, roof",nice,-,-,-,0,1,0,0,0,1,0,0,1
122178279,Mini K,The New River Gorge Region > Summersville (Gauley River) Area > Whippoorwill,https://www.mountainproject.com/route/122178279/mini-k,2.6,5.10b,5.10b,10,1,70,-80.8552,38.2338,The New River Gorge Region,Summersville (Gauley River) Area,Whippoorwill,NA,0,0,Climb a dirty bulge to get established on the wall.  A few bolts of easy climbing leads through a small roof and into thought provoking sequences to the anchor.,7 bolts.  Bolt anchors,mini k: climb a dirty bulge to get established on the wall.  a few bolts of easy climbing leads through a small roof and into thought provoking sequences to the anchor.,roof,easy,-,dirty,-,1,1,0,0,0,1,0,0,1
121665260,Pour the Lead,The New River Gorge Region > Summersville (Gauley River) Area > Whippoorwill,https://www.mountainproject.com/route/121665260/pour-the-lead,2.7,5.10d,5.10d,10,1,50,-80.8552,38.2338,The New River Gorge Region,Summersville (Gauley River) Area,Whippoorwill,NA,0,0,"This is the route which climbs a blunt arete of the buttress. Great moves in overhung part. Per guidebook 5.10b, but  today it felt as at least 5.10d.","6 bolts, bolt anchor.","pour the lead: this is the route which climbs a blunt arete of the buttress. great moves in overhung part. per guidebook 5.10b, but  today it felt as at least 5.10d.",arete,great,-,-,-,0,1,1,0,0,1,0,0,1
122178403,Milo's Greatest Hits,The New River Gorge Region > Summersville (Gauley River) Area > Whippoorwill,https://www.mountainproject.com/route/122178403/milos-greatest-hits,2.6,5.10b,5.10b,10,1,70,-80.8552,38.2338,The New River Gorge Region,Summersville (Gauley River) Area,Whippoorwill,NA,0,0,Share a start with Six Fun Serenade and continue to follow the bolts up through roofs and bulbous rock,7 bolts.  Bolted anchor,milo's greatest hits: share a start with six fun serenade and continue to follow the bolts up through roofs and bulbous rock,roof,"fun, great",-,-,-,0,1,1,0,0,1,0,0,1
112319230,Six Gun Serenade,The New River Gorge Region > Summersville (Gauley River) Area > Whippoorwill,https://www.mountainproject.com/route/112319230/six-gun-serenade,2,5.10c,5.10c,10,1,70,-80.8552,38.2338,The New River Gorge Region,Summersville (Gauley River) Area,Whippoorwill,NA,0,0,"Angler route with nothing really difficult except for the one move overhang. One 10c move then gets pretty easy; bolted to this point. Extra bolts have been places that goes strait up from the hueco but its too easy, like ladder easy.",Start at the left of the hueco; 4 bolts up keep on going left with a standard rack up to #2 cams and stoppers. Finish at same anchor as Crescent Corner. Alternate direct route goes 6 bolts straight up and I think it finishes at Cowboy Love anchor.,"six gun serenade: angler route with nothing really difficult except for the one move overhang. one 10c move then gets pretty easy; bolted to this point. extra bolts have been places that goes strait up from the hueco but its too easy, like ladder easy.",hueco,easy,"difficult, thin",-,-,0,1,0,0,0,1,0,1,0
121588387,Godzilla and Little Foot,The New River Gorge Region > Summersville (Gauley River) Area > Whippoorwill,https://www.mountainproject.com/route/121588387/godzilla-and-little-foot,2.1,5.10,5.10,10,1,30,-80.8552,38.2338,The New River Gorge Region,Summersville (Gauley River) Area,Whippoorwill,NA,0,0,Fun route that starts to the left of a thin crack and has some cool exposed moves onto a small arete at the top,"4 bolts, bolt anchor",godzilla and little foot: fun route that starts to the left of a thin crack and has some cool exposed moves onto a small arete at the top,"arete, crack, exposed","cool, fun",thin,-,-,0,1,1,0,0,1,0,0,1
121588329,Subdivisions,The New River Gorge Region > Summersville (Gauley River) Area > Whippoorwill,https://www.mountainproject.com/route/121588329/subdivisions,2,5.10,5.10,10,1,35,-80.8552,38.2338,The New River Gorge Region,Summersville (Gauley River) Area,Whippoorwill,NA,0,0,Short route with a left facing corner at the top,"5 bolts, bolt anchor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1
119672253,Huaqueros,The New River Gorge Region > Summersville (Gauley River) Area > Whippoorwill,https://www.mountainproject.com/route/119672253/huaqueros,2,5.10c,5.10c,10,1,60,-80.8552,38.2338,The New River Gorge Region,Summersville (Gauley River) Area,Whippoorwill,NA,0,0,The second line on the wall south to access gully.,2 bolts. bolt anchor.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0
112319293,Cowboy,The New River Gorge Region > Summersville (Gauley River) Area > Whippoorwill,https://www.mountainproject.com/route/112319293/cowboy,2,5.10b,5.10b,10,1,70,-80.8552,38.2338,The New River Gorge Region,Summersville (Gauley River) Area,Whippoorwill,NA,0,0,Direct route that starts on the left side of the hueco.,Three bolts to a standard rack. Two bolts anchor.,cowboy: direct route that starts on the left side of the hueco.,hueco,-,-,-,-,0,0,0,0,0,1,0,1,0
107899980,Back to the Known,The New River Gorge Region > Summersville (Gauley River) Area > Whippoorwill,https://www.mountainproject.com/route/107899980/back-to-the-known,3.3,5.10+,5.10d,10,1,90,-80.8552,38.2338,The New River Gorge Region,Summersville (Gauley River) Area,Whippoorwill,NA,0,0,Follow thin crack/seam up the tall face.,10 bolts. Bolt Anchor,back to the known: follow thin crack/seam up the tall face.,"crack, face",-,thin,-,-,0,0,0,0,0,1,0,0,1
