route_id,field,value,info
110262654,Description,"Placeholder name.  This does not look like much but turns out to be the best line on the boulder.  Techy, safe and core intensive make this a good tough one for all to try. Squat start same as Fontainzoo, make a move or two up and then traverse right to mantle out of the obvious scoop.  Desperate sloper traverse on slimpers to a pumpy & powerful mantle finish.","Description`Placeholder name.  This does not look like much but turns out to be the best line on the boulder.  Techy, safe and core intensive make this a good tough one for all to try. Squat start same as Fontainzoo, make a move or two up and then traverse right to mantle out of the obvious scoop.  Desperate sloper traverse on slimpers to a pumpy & powerful mantle finish."
110262654,Location,Fontainzoo,Location`Fontainzoo
110262654,Protection,Pad,Protection`Pad
122633142,Description,Stand start in the hole left of Flip Tip Toe using a pocket and a crimp. Get a high foot and use another pocket. Then lock off again and reach for the lip and a partially shared topout with Flip Tip Toe.,Description`Stand start in the hole left of Flip Tip Toe using a pocket and a crimp. Get a high foot and use another pocket. Then lock off again and reach for the lip and a partially shared topout with Flip Tip Toe.
122633142,Location,This boulder is on the north face of the southern most boulder comprising the main wall. It is right of the classic short sloping arete next to Mopey Mantle.,Location`This boulder is on the north face of the southern most boulder comprising the main wall. It is right of the classic short sloping arete next to Mopey Mantle.
122633142,Protection,"Two pads, assuming they down slide down the hole.","Protection`Two pads, assuming they down slide down the hole."
107966312,Description,"Not to be missed if you love face problems, but has likely only seen less than a handful of accents.  Stand start on pockets and shallow edges.  Work up through some miniscule crimpers to a beautiful sloper topout.  Originally SDS, I have a feeling that the tree has grown enough to make the SDS more awkward.","Description`Not to be missed if you love face problems, but has likely only seen less than a handful of accents.  Stand start on pockets and shallow edges.  Work up through some miniscule crimpers to a beautiful sloper topout.  Originally SDS, I have a feeling that the tree has grown enough to make the SDS more awkward."
107966312,Location,Located on the Left side of the Blok just left of a big tree.,Location`Located on the Left side of the Blok just left of a big tree.
107966312,Protection,"pad, landing looks sketchy but the crux and topout put you over the small boulder to the left.  Cover it with a second pad and it is a great spot to land.  It actually shortens the fall.","Protection`pad, landing looks sketchy but the crux and topout put you over the small boulder to the left.  Cover it with a second pad and it is a great spot to land.  It actually shortens the fall."
110270311,Description,Stand start with poor feet an dmake a big move up to a right hand meat hook.  Another lurch with the left will get you in the crack.  But out some sweet crack walking skills to a mantle.,Description`Stand start with poor feet an dmake a big move up to a right hand meat hook.  Another lurch with the left will get you in the crack.  But out some sweet crack walking skills to a mantle.
110270311,Location,Center downhill face of boulder,Location`Center downhill face of boulder
110270311,Protection,Pad?,Protection`Pad?
107966174,Description,The classic Simpson's wall sandbag.  This is a boulder problem.  Start on the left facing horn on a large detached flake under the cliff.  Traverse right under the 8' roof for 8' then complete the problem by hanging on large jugs under the slab that is between Marge and Mr. Burns.,Description`The classic Simpson's wall sandbag.  This is a boulder problem.  Start on the left facing horn on a large detached flake under the cliff.  Traverse right under the 8' roof for 8' then complete the problem by hanging on large jugs under the slab that is between Marge and Mr. Burns.
107966174,Location,It starts on a left facing horn at the far left side of the cave to the left of Marge.  It is just right and under Mr. Burns.,Location`It starts on a left facing horn at the far left side of the cave to the left of Marge.  It is just right and under Mr. Burns.
107966174,Protection,"Pad is nice, but problem is low.","Protection`Pad is nice, but problem is low."
108069739,Description,"TBD Name, FA.  Stand start on underclings and move up, right hand in crack, Left on sidepull.  Bust Left to Lip and roll out.","Description`TBD Name, FA.  Stand start on underclings and move up, right hand in crack, Left on sidepull.  Bust Left to Lip and roll out."
