hex,rank,emoji,year,category,subcategory,name,source
\x{1F37F},367,🍿,2014,Food & Drink,food-prepared,popcorn,2019
\x{1F354},368,🍔,2014,Food & Drink,food-prepared,hamburger,2019
\x{1F4DD},369,📝,2014,Objects,writing,memo,2019
\x{1F976},370,🥶,2018,Smileys & Emotion,face-unwell,cold face,2019
\x{1F1EF 1F1F5},371,🇯🇵,2010,Flags,country-flag,flag: Japan,2019
\x{1F36E},372,🍮,2014,Food & Drink,food-sweet,custard,2019
\x{1F347},373,🍇,2014,Food & Drink,food-fruit,grapes,2019
\x{32 FE0F 20E3},374,2️⃣,2010,Symbols,keycap,keycap: 2,2019
\x{1F3E0},375,🏠,2014,Travel & Places,place-building,house,2019
\x{1F930},376,🤰,2016,People & Body,person-role,pregnant woman,2019
\x{1F423},377,🐣,2014,Animals & Nature,animal-bird,hatching chick,2019
\x{1F412},378,🐒,2014,Animals & Nature,animal-mammal,monkey,2019
\x{1F466},379,👦,2014,People & Body,person,boy,2019
\x{1F369},380,🍩,2014,Food & Drink,food-sweet,doughnut,2019
\x{1F363},381,🍣,2014,Food & Drink,food-asian,sushi,2019
\x{1F91B},382,🤛,2016,People & Body,hand-fingers-closed,left-facing fist,2019
\x{1F46F},383,👯,2014,People & Body,person-activity,people with bunny ears,2019
\x{1F3F3 FE0F 200D 1F308},384,🏳️‍🌈,2016,Flags,flag,rainbow flag,2019
\x{2660 FE0F},385,♠️,1995,Activities,game,spade suit,2019
\x{1F332},386,🌲,2014,Animals & Nature,plant-other,evergreen tree,2019
\x{1F434},387,🐴,2014,Animals & Nature,animal-mammal,horse face,2019
\x{1F35B},388,🍛,2014,Food & Drink,food-asian,curry rice,2019
\x{1F386},389,🎆,2014,Activities,event,fireworks,2019
\x{1F491},390,💑,2014,People & Body,family,couple with heart,2019
\x{1F35E},391,🍞,2014,Food & Drink,food-prepared,bread,2019
\x{1F36F},392,🍯,2014,Food & Drink,food-sweet,honey pot,2019
\x{2604 FE0F},393,☄️,1995,Travel & Places,sky & weather,comet,2019
\x{1F638},394,😸,2014,Smileys & Emotion,cat-face,grinning cat with smiling eyes,2019
\x{1F35A},395,🍚,2014,Food & Drink,food-asian,cooked rice,2019
\x{1F3AC},396,🎬,2014,Objects,light & video,clapper board,2019
\x{1F399 FE0F},397,🎙️,2014,Objects,music,studio microphone,2019
\x{1F1E8 1F1F4},398,🇨🇴,2010,Flags,country-flag,flag: Colombia,2019
\x{1F433},399,🐳,2014,Animals & Nature,animal-marine,spouting whale,2019
\x{1F980},400,🦀,2015,Food & Drink,food-marine,crab,2019
\x{1F943},401,🥃,2016,Food & Drink,drink,tumbler glass,2019
\x{1F538},402,🔸,2015,Symbols,geometric,small orange diamond,2019
\x{1F48A},403,💊,2014,Objects,medical,pill,2019
\x{1F40E},404,🐎,2014,Animals & Nature,animal-mammal,horse,2019
\x{1F379},405,🍹,2014,Food & Drink,drink,tropical drink,2019
\x{2666 FE0F},406,♦️,1995,Activities,game,diamond suit,2019
\x{1F52E},407,🔮,2015,Activities,game,crystal ball,2019
\x{1F468},408,👨,2014,People & Body,person,man,2019
\x{1F378},409,🍸,2014,Food & Drink,drink,cocktail glass,2019
\x{1F30F},410,🌏,2010,Travel & Places,place-map,globe showing Asia-Australia,2019
\x{1F474},411,👴,2014,People & Body,person,old man,2019
\x{1F9E2},412,🧢,2017,Objects,clothing,billed cap,2019
\x{1F43D},413,🐽,2014,Animals & Nature,animal-mammal,pig nose,2019
\x{1F414},414,🐔,2014,Animals & Nature,animal-bird,chicken,2019
\x{1F3BB},415,🎻,2014,Objects,musical-instrument,violin,2019
\x{2B06 FE0F},416,⬆️,2003,Symbols,arrow,up arrow,2019
\x{2702 FE0F},417,✂️,1995,Objects,office,scissors,2019
\x{1F46B},418,👫,2014,People & Body,family,woman and man holding hands,2019
\x{1F463},419,👣,2014,People & Body,person-symbol,footprints,2019
\x{1F42F},420,🐯,2014,Animals & Nature,animal-mammal,tiger face,2019
\x{1F3AE},421,🎮,2014,Activities,game,video game,2019
\x{1F375},422,🍵,2014,Food & Drink,drink,teacup without handle,2019
\x{1F426},423,🐦,2014,Animals & Nature,animal-bird,bird,2019
\x{1F1EC 1F1E7},424,🇬🇧,2010,Flags,country-flag,flag: United Kingdom,2019
\x{3030 FE0F},425,〰️,1995,Symbols,other-symbol,wavy dash,2019
\x{1F46D},426,👭,2014,People & Body,family,women holding hands,2019
\x{1F42C},427,🐬,2014,Animals & Nature,animal-marine,dolphin,2019
\x{1F35F},428,🍟,2014,Food & Drink,food-prepared,french fries,2019
\x{1F459},429,👙,2014,Objects,clothing,bikini,2019
\x{2716 FE0F},430,✖️,1995,Symbols,other-symbol,multiplication sign,2019
\x{1F4E9},431,📩,2014,Objects,mail,envelope with arrow,2019
\x{1F475},432,👵,2014,People & Body,person,old woman,2019
\x{1F368},433,🍨,2014,Food & Drink,food-sweet,ice cream,2019
\x{1F1EB 1F1F7},434,🇫🇷,2010,Flags,country-flag,flag: France,2019
\x{1F416},435,🐖,2014,Animals & Nature,animal-mammal,pig,2019
\x{271D FE0F},436,✝️,1995,Symbols,religion,latin cross,2019
\x{267B FE0F},437,♻️,2002,Symbols,other-symbol,recycling symbol,2019
\x{1F94A},438,🥊,2016,Activities,sport,boxing glove,2019
\x{1F985},439,🦅,2016,Animals & Nature,animal-bird,eagle,2019
\x{1F4AC},440,💬,2014,Smileys & Emotion,emotion,speech balloon,2019
\x{1F1E8 1F1F1},441,🇨🇱,2010,Flags,country-flag,flag: Chile,2019
\x{1F422},442,🐢,2014,Animals & Nature,animal-reptile,turtle,2019
\x{1F530},443,🔰,2015,Symbols,other-symbol,Japanese symbol for beginner,2019
\x{1F536},444,🔶,2015,Symbols,geometric,large orange diamond,2019
\x{1F397 FE0F},445,🎗️,2014,Activities,event,reminder ribbon,2019
\x{1F484},446,💄,2014,Objects,clothing,lipstick,2019
\x{1F460},447,👠,2014,Objects,clothing,high-heeled shoe,2019
\x{1F955},448,🥕,2016,Food & Drink,food-vegetable,carrot,2019
\x{2796},449,➖,2010,Symbols,other-symbol,minus sign,2019
\x{1F43A},450,🐺,2014,Animals & Nature,animal-mammal,wolf,2019
\x{1F4D6},451,📖,2014,Objects,book-paper,open book,2019
\x{1F34D},452,🍍,2014,Food & Drink,food-fruit,pineapple,2019
\x{1F303},453,🌃,2010,Travel & Places,place-other,night with stars,2019
\x{2734 FE0F},454,✴️,1995,Symbols,other-symbol,eight-pointed star,2019
\x{1F30C},455,🌌,2010,Travel & Places,sky & weather,milky way,2019
\x{1F413},456,🐓,2014,Animals & Nature,animal-bird,rooster,2019
\x{1F442},457,👂,2014,People & Body,body-parts,ear,2019
\x{1F364},458,🍤,2014,Food & Drink,food-asian,fried shrimp,2019
\x{1F410},459,🐐,2014,Animals & Nature,animal-mammal,goat,2019
\x{1F53B},460,🔻,2015,Symbols,geometric,red triangle pointed down,2019
\x{1F4BB},461,💻,2014,Objects,computer,laptop,2019
\x{1F990},462,🦐,2016,Food & Drink,food-marine,shrimp,2019
\x{1F1E9 1F1EA},463,🇩🇪,2010,Flags,country-flag,flag: Germany,2019
\x{1F31B},464,🌛,2010,Travel & Places,sky & weather,first quarter moon face,2019
\x{2198 FE0F},465,↘️,1995,Symbols,arrow,down-right arrow,2019
\x{270F FE0F},466,✏️,1995,Objects,writing,pencil,2019
\x{1F9D8},467,🧘,2017,People & Body,person-resting,person in lotus position,2019
\x{1F941},468,🥁,2016,Objects,musical-instrument,drum,2019
\x{1F3D6 FE0F},469,🏖️,2014,Travel & Places,place-geographic,beach with umbrella,2019
\x{269C FE0F},470,⚜️,2005,Symbols,other-symbol,fleur-de-lis,2019
\x{2755},471,❕,2010,Symbols,other-symbol,white exclamation mark,2019
\x{1F170 FE0F},472,🅰️,2010,Symbols,alphanum,A button (blood type),2019
\x{1F6B4},473,🚴,2010,People & Body,person-sport,person biking,2019
\x{1F4A0},474,💠,2014,Symbols,geometric,diamond with a dot,2019
\x{3297 FE0F},475,㊗️,1995,Symbols,alphanum,Japanese “congratulations” button,2019
\x{1F419},476,🐙,2014,Animals & Nature,animal-marine,octopus,2019
\x{2663 FE0F},477,♣️,1995,Activities,game,club suit,2019
\x{1F361},478,🍡,2014,Food & Drink,food-asian,dango,2019
\x{23E9},479,⏩,2010,Symbols,av-symbol,fast-forward button,2019
\x{1F3A8},480,🎨,2014,Activities,arts & crafts,artist palette,2019
\x{1F420},481,🐠,2014,Animals & Nature,animal-marine,tropical fish,2019
\x{1F1F0 1F1F7},482,🇰🇷,2010,Flags,country-flag,flag: South Korea,2019
\x{1F357},483,🍗,2014,Food & Drink,food-prepared,poultry leg,2019
\x{1F6AE},484,🚮,2010,Symbols,transport-sign,litter in bin sign,2019
\x{25AB FE0F},485,▫️,1995,Symbols,geometric,white small square,2019
\x{1F32A FE0F},486,🌪️,2014,Travel & Places,sky & weather,tornado,2019
\x{1F63C},487,😼,2014,Smileys & Emotion,cat-face,cat with wry smile,2019
\x{1F464},488,👤,2014,People & Body,person-symbol,bust in silhouette,2019
\x{1F3CA},489,🏊,2014,People & Body,person-sport,person swimming,2019
\x{1F33D},490,🌽,2014,Food & Drink,food-vegetable,ear of corn,2019
\x{1F3A9},491,🎩,2014,Objects,clothing,top hat,2019
\x{1F1EA 1F1F8},492,🇪🇸,2010,Flags,country-flag,flag: Spain,2019
\x{1F3B9},493,🎹,2014,Objects,musical-instrument,musical keyboard,2019
\x{1F348},494,🍈,2014,Food & Drink,food-fruit,melon,2019
\x{25C0 FE0F},495,◀️,1995,Symbols,av-symbol,reverse button,2019
\x{2194 FE0F},496,↔️,1995,Symbols,arrow,left-right arrow,2019
\x{1F3E1},497,🏡,2014,Travel & Places,place-building,house with garden,2019
\x{1F1F5 1F1F0},498,🇵🇰,2010,Flags,country-flag,flag: Pakistan,2019
\x{1F387},499,🎇,2014,Activities,event,sparkler,2019
\x{1F969},500,🥩,2017,Food & Drink,food-prepared,cut of meat,2019
\x{1F41E},501,🐞,2014,Animals & Nature,animal-bug,lady beetle,2019
\x{33 FE0F 20E3},502,3️⃣,2010,Symbols,keycap,keycap: 3,2019
\x{2B05 FE0F},503,⬅️,2003,Symbols,arrow,left arrow,2019
\x{1F310},504,🌐,2010,Travel & Places,place-map,globe with meridians,2019
\x{2197 FE0F},505,↗️,1995,Symbols,arrow,up-right arrow,2019
\x{1F37D FE0F},506,🍽️,2014,Food & Drink,dishware,fork and knife with plate,2019
\x{1F9C0},507,🧀,2015,Food & Drink,food-prepared,cheese wedge,2019
\x{1F966},508,🥦,2017,Food & Drink,food-vegetable,broccoli,2019
\x{1F41C},509,🐜,2014,Animals & Nature,animal-bug,ant,2019
\x{2694 FE0F},510,⚔️,2005,Objects,tool,crossed swords,2019
\x{1F63A},511,😺,2014,Smileys & Emotion,cat-face,grinning cat,2019
\x{1F95E},512,🥞,2016,Food & Drink,food-prepared,pancakes,2019
\x{1F3C4},513,🏄,2014,People & Body,person-sport,person surfing,2019
\x{1F528},514,🔨,2015,Objects,tool,hammer,2019
\x{1F3DD FE0F},515,🏝️,2014,Travel & Places,place-geographic,desert island,2019
\x{1F506},516,🔆,2015,Symbols,av-symbol,bright button,2019
\x{1F465},517,👥,2014,People & Body,person-symbol,busts in silhouette,2019
\x{1F453},518,👓,2014,Objects,clothing,glasses,2019
\x{1F952},519,🥒,2016,Food & Drink,food-vegetable,cucumber,2019
\x{1F3C8},520,🏈,2014,Activities,sport,american football,2019
\x{1F1F5 1F1ED},521,🇵🇭,2010,Flags,country-flag,flag: Philippines,2019
\x{1F3CB FE0F},522,🏋️,2014,People & Body,person-sport,person lifting weights,2019
\x{30 FE0F 20E3},523,0️⃣,2010,Symbols,keycap,keycap: 0,2019
\x{1F698},524,🚘,2010,Travel & Places,transport-ground,oncoming automobile,2019
\x{1F996},525,🦖,2017,Animals & Nature,animal-reptile,T-Rex,2019
\x{1F315},526,🌕,2010,Travel & Places,sky & weather,full moon,2019
\x{1F3AD},527,🎭,2014,Activities,arts & crafts,performing arts,2019
\x{1F47E},528,👾,2014,Smileys & Emotion,face-costume,alien monster,2019
\x{1F373},529,🍳,2014,Food & Drink,food-prepared,cooking,2019
\x{1F3F5 FE0F},530,🏵️,2014,Animals & Nature,plant-flower,rosette,2019
\x{1F367},531,🍧,2014,Food & Drink,food-sweet,shaved ice,2019
\x{1F517},532,🔗,2015,Objects,tool,link,2019
\x{1F54B},533,🕋,2014,Travel & Places,place-religious,kaaba,2019
\x{2603 FE0F},534,☃️,1995,Travel & Places,sky & weather,snowman,2019
\x{1F305},535,🌅,2010,Travel & Places,place-other,sunrise,2019
\x{1F934},536,🤴,2016,People & Body,person-role,prince,2019
\x{1F596},537,🖖,2014,People & Body,hand-fingers-open,vulcan salute,2019
\x{1F40A},538,🐊,2014,Animals & Nature,animal-reptile,crocodile,2019
\x{1F418},539,🐘,2014,Animals & Nature,animal-mammal,elephant,2019
\x{1F324 FE0F},540,🌤️,2014,Travel & Places,sky & weather,sun behind small cloud,2019
\x{1F9F8},541,🧸,2018,Activities,game,teddy bear,2019
\x{1F951},542,🥑,2016,Food & Drink,food-vegetable,avocado,2019
\x{1F95A},543,🥚,2016,Food & Drink,food-prepared,egg,2019
\x{26C8 FE0F},544,⛈️,2009,Travel & Places,sky & weather,cloud with lightning and rain,2019
\x{1F435},545,🐵,2014,Animals & Nature,animal-mammal,monkey face,2019
\x{1F51C},546,🔜,2015,Symbols,arrow,SOON arrow,2019
\x{1F376},547,🍶,2014,Food & Drink,drink,sake,2019
\x{1F404},548,🐄,2014,Animals & Nature,animal-mammal,cow,2019
\x{1F1FB 1F1EA},549,🇻🇪,2010,Flags,country-flag,flag: Venezuela,2019
\x{1F42E},550,🐮,2014,Animals & Nature,animal-mammal,cow face,2019
\x{1F988},551,🦈,2016,Animals & Nature,animal-marine,shark,2019
\x{1F6B2},552,🚲,2010,Travel & Places,transport-ground,bicycle,2019
\x{26D4},553,⛔,2009,Symbols,warning,no entry,2019
\x{1F56F FE0F},554,🕯️,2014,Objects,light & video,candle,2019
\x{2795},555,➕,2010,Symbols,other-symbol,plus sign,2019
\x{1F53A},556,🔺,2015,Symbols,geometric,red triangle pointed up,2019
\x{1F487},557,💇,2014,People & Body,person-activity,person getting haircut,2019
\x{1F9E0},558,🧠,2017,People & Body,body-parts,brain,2019
\x{1F4FB},559,📻,2014,Objects,music,radio,2019
\x{1F964},560,🥤,2017,Food & Drink,drink,cup with straw,2019
\x{1F35D},561,🍝,2014,Food & Drink,food-asian,spaghetti,2019
\x{1F365},562,🍥,2014,Food & Drink,food-asian,fish cake with swirl,2019
\x{1F4B4},563,💴,2014,Objects,money,yen banknote,2019
\x{1F32C FE0F},564,🌬️,2014,Travel & Places,sky & weather,wind face,2019
\x{1F953},565,🥓,2016,Food & Drink,food-prepared,bacon,2019
\x{1F64D},566,🙍,2014,People & Body,person-gesture,person frowning,2019
\x{2693},567,⚓,2005,Travel & Places,transport-water,anchor,2019
\x{1F470},568,👰,2014,People & Body,person-role,bride with veil,2019
\x{1F402},569,🐂,2014,Animals & Nature,animal-mammal,ox,2019
\x{1F4FD FE0F},570,📽️,2014,Objects,light & video,film projector,2019
\x{1F3C5},571,🏅,2014,Activities,award-medal,sports medal,2019
\x{26C5},572,⛅,2009,Travel & Places,sky & weather,sun behind cloud,2019
\x{1F1E6 1F1EA},573,🇦🇪,2010,Flags,country-flag,flag: United Arab Emirates,2019
\x{1F1F5 1F1EA},574,🇵🇪,2010,Flags,country-flag,flag: Peru,2019
\x{1F9DC},575,🧜,2017,People & Body,person-fantasy,merperson,2019
\x{1F4EE},576,📮,2014,Objects,mail,postbox,2019
\x{26F3},577,⛳,2009,Activities,sport,flag in hole,2019
\x{1F53D},578,🔽,2015,Symbols,av-symbol,downwards button,2019
\x{1F682},579,🚂,2010,Travel & Places,transport-ground,locomotive,2019
\x{1F3CC FE0F},580,🏌️,2014,People & Body,person-sport,person golfing,2019
\x{1F407},581,🐇,2014,Animals & Nature,animal-mammal,rabbit,2019
\x{1F3CD FE0F},582,🏍️,2014,Travel & Places,transport-ground,motorcycle,2019
\x{1F3B2},583,🎲,2014,Activities,game,game die,2019
\x{1F95B},584,🥛,2016,Food & Drink,drink,glass of milk,2019
\x{1F3A3},585,🎣,2014,Activities,sport,fishing pole,2019
\x{1F471},586,👱,2014,People & Body,person,person: blond hair,2019
\x{1F38F},587,🎏,2014,Activities,event,carp streamer,2019
\x{1F577 FE0F},588,🕷️,2014,Animals & Nature,animal-bug,spider,2019
\x{1F98D},589,🦍,2016,Animals & Nature,animal-mammal,gorilla,2019
\x{1F518},590,🔘,2015,Symbols,geometric,radio button,2019
\x{1F405},591,🐅,2014,Animals & Nature,animal-mammal,tiger,2019
\x{1F3C7},592,🏇,2014,People & Body,person-sport,horse racing,2019
\x{1F510},593,🔐,2015,Objects,lock,locked with key,2019
\x{1F3E9},594,🏩,2014,Travel & Places,place-building,love hotel,2019
\x{1F47A},595,👺,2014,Smileys & Emotion,face-costume,goblin,2019
\x{1F171 FE0F},596,🅱️,2010,Symbols,alphanum,B button (blood type),2019
\x{1F699},597,🚙,2010,Travel & Places,transport-ground,sport utility vehicle,2019
\x{1F427},598,🐧,2014,Animals & Nature,animal-bird,penguin,2019
\x{2696 FE0F},599,⚖️,2005,Objects,tool,balance scale,2019
\x{1F383},600,🎃,2014,Activities,event,jack-o-lantern,2019
\x{1F304},601,🌄,2010,Travel & Places,place-other,sunrise over mountains,2019
\x{1F3BE},602,🎾,2014,Activities,sport,tennis,2019
\x{1F41A},603,🐚,2014,Animals & Nature,animal-marine,spiral shell,2019
\x{1F3BA},604,🎺,2014,Objects,musical-instrument,trumpet,2019
\x{2747 FE0F},605,❇️,1995,Symbols,other-symbol,sparkle,2019
\x{1F3AB},606,🎫,2014,Activities,event,ticket,2019
\x{231A},607,⌚,1995,Travel & Places,time,watch,2019
\x{1F30B},608,🌋,2010,Travel & Places,place-geographic,volcano,2019
\x{1F492},609,💒,2014,Travel & Places,place-building,wedding,2019
\x{1F473},610,👳,2014,People & Body,person-role,person wearing turban,2019
\x{274E},611,❎,2010,Symbols,other-symbol,cross mark button,2019
\x{1F45F},612,👟,2014,Objects,clothing,running shoe,2019
\x{1F443},613,👃,2014,People & Body,body-parts,nose,2019
\x{1F6CC},614,🛌,2014,People & Body,person-resting,person in bed,2019
\x{1F693},615,🚓,2010,Travel & Places,transport-ground,police car,2019
\x{23EC},616,⏬,2010,Symbols,av-symbol,fast down button,2019
\x{1F4C8},617,📈,2014,Objects,office,chart increasing,2019
\x{26C4},618,⛄,2009,Travel & Places,sky & weather,snowman without snow,2019
\x{23F1 FE0F},619,⏱️,2010,Travel & Places,time,stopwatch,2019
\x{1F63E},620,😾,2014,Smileys & Emotion,cat-face,pouting cat,2019
\x{1F6EB},621,🛫,2014,Travel & Places,transport-air,airplane departure,2019
\x{1F931},622,🤱,2017,People & Body,person-role,breast-feeding,2019
\x{1F350},623,🍐,2014,Food & Drink,food-fruit,pear,2019
\x{262E FE0F},624,☮️,1995,Symbols,religion,peace symbol,2019
\x{1F683},625,🚃,2010,Travel & Places,transport-ground,railway car,2019
\x{23F3},626,⏳,2010,Travel & Places,time,hourglass not done,2019
\x{1F31C},627,🌜,2010,Travel & Places,sky & weather,last quarter moon face,2019
\x{1F4F9},628,📹,2014,Objects,light & video,video camera,2019
\x{1F41B},629,🐛,2014,Animals & Nature,animal-bug,bug,2019
\x{1F454},630,👔,2014,Objects,clothing,necktie,2019
\x{1F457},631,👗,2014,Objects,clothing,dress,2019
\x{1F40C},632,🐌,2014,Animals & Nature,animal-bug,snail,2019
\x{1F3B1},633,🎱,2014,Activities,game,pool 8 ball,2019
\x{1F330},634,🌰,2014,Food & Drink,food-vegetable,chestnut,2019
\x{1F32E},635,🌮,2014,Food & Drink,food-prepared,taco,2019
\x{1F575 FE0F},636,🕵️,2014,People & Body,person-role,detective,2019
\x{1F505},637,🔅,2015,Symbols,av-symbol,dim button,2019
\x{2709 FE0F},638,✉️,1995,Objects,mail,envelope,2019
\x{1F1EA 1F1EC},639,🇪🇬,2010,Flags,country-flag,flag: Egypt,2019
\x{1F691},640,🚑,2010,Travel & Places,transport-ground,ambulance,2019
\x{1F4E6},641,📦,2014,Objects,mail,package,2019
\x{1F925},642,🤥,2016,Smileys & Emotion,face-neutral-skeptical,lying face,2019
\x{1F504},643,🔄,2015,Symbols,arrow,counterclockwise arrows button,2019
\x{1F933},644,🤳,2016,People & Body,hand-prop,selfie,2019
\x{1F4B2},645,💲,2014,Objects,money,heavy dollar sign,2019
\x{1F38B},646,🎋,2014,Activities,event,tanabata tree,2019
\x{1F5D3 FE0F},647,🗓️,2014,Objects,office,spiral calendar,2019
\x{1F916},648,🤖,2015,Smileys & Emotion,face-costume,robot,2019
\x{1F954},649,🥔,2016,Food & Drink,food-vegetable,potato,2019
\x{1F197},650,🆗,2010,Symbols,alphanum,OK button,2019
\x{1F511},651,🔑,2015,Objects,lock,key,2019
\x{1F1E8 1F1F3},652,🇨🇳,2010,Flags,country-flag,flag: China,2019
\x{1F424},653,🐤,2014,Animals & Nature,animal-bird,baby chick,2019
\x{34 FE0F 20E3},654,4️⃣,2010,Symbols,keycap,keycap: 4,2019
\x{1F411},655,🐑,2014,Animals & Nature,animal-mammal,ewe,2019
